native_id,total_change_disparity_wbgt_28,NAME,STATE_NAME,POP_2020
1505554,5.2,RU554,Arizona,16.2747383507476
1505555,5.2,RU555,Arizona,2.31122758425772
1505557,5.2,RU557,Arizona,0.0525615140795708
1505558,5.2,RU558,Arizona,6.58168572830618
1505559,5.2,RU559,Arizona,22.085494840474
1505560,5.2,RU560,Arizona,0.0471284799277782
1505563,5.2,RU563,Arizona,0.710236266255379
1505564,5.2,RU564,Arizona,0.00215500267222524
1505565,5.2,RU565,Arizona,31.4204487972893
1505567,5.2,RU567,Arizona,38.59043485648
1505568,5.2,RU568,Arizona,4.41033530212007
1505569,5.2,RU569,Arizona,21.9831827066955
1505570,5.2,RU570,Arizona,6.60424369259272
1505571,5.2,RU571,Arizona,3.30775152007118
1505572,5.2,RU572,Arizona,27.5645973624196
1505573,5.2,RU573,Arizona,0.035962512192782
1505600,5.2,Shongopovi,Arizona,64.0036978096141
1505620,5.2,Shonto,Arizona,6.82762285308854
1505660,5.2,South Oraibi,Arizona,594.340150429307
1505700,5.2,Talahogan,Arizona,0.0127810258418322
1505725,5.2,Toreva,Arizona,1645.00946570072
1505780,5.2,Upper Polacca,Arizona,96.019741758857
1505840,5.2,West Dinnebito,Arizona,1.15588534625385
1830350,1.4,Indian Village,Michigan,16.3334625959396
1860050,-0.1,Big Coulee,South Dakota,744.400021735964
1860100,0.6,Buffalo Lake,South Dakota,411.62183277743
1860200,-0,Enemy Swim,South Dakota,1151.65193379854
1860300,-1.6,Heipa,North Dakota,1656.04915640447
1860400,-2.8,Lake Traverse,North Dakota,2229.07476286175
1860500,-1,Long Hollow,South Dakota,3302.07774407866
1860600,-0.3,Old Agency,South Dakota,1482.58417279323
2175500,1.2,Schoolview,Wisconsin,164.484852075577
2175600,1.2,Warrington,Wisconsin,254.248922513798
2430005,0.1,Alamo,New Mexico,2012.36854241556
2430010,-0.1,Aneth,Utah,2035.25586462733
2430030,0.1,Baca,New Mexico,762.057422013226
2430040,0.1,Becenti,New Mexico,385.290968662957
2430045,5.2,Beclabito,Arizona,855.926882353793
2430060,4.8,Bird Springs,Arizona,900.606800742231
2430068,5.2,Black Mesa,Arizona,467.974704917182
2430070,5.2,Bodaway,Arizona,1969.30101245776
2430075,0.1,Bread Springs,New Mexico,867.465179677587
2430085,0.1,Burnham,New Mexico,319.931967606204
2430090,5.2,Cameron,Arizona,1296.54210606249
2430092,0.1,Cañoncito,New Mexico,1886.38185292989
2430095,0.1,Casamero Lake,New Mexico,495.151391717634
2430105,0.1,Chi Chil Tah,New Mexico,1368.69369021051
2430108,5.2,Chilchinbeto,Arizona,1269.29894745768
2430110,5.2,Chinle,Arizona,8246.20179483695
2430120,0.1,Church Rock,New Mexico,2755.44849824836
2430130,5.1,Coalmine Mesa,Arizona,800.141661529786
2430135,5.2,Coppermine,Arizona,681.579392153326
2430138,5.2,Cornfields,Arizona,939.666776929858
2430140,0.1,Counselor,New Mexico,1262.15915883874
2430141,5.2,Cove,Arizona,442.434972004849
2430142,0.1,Coyote Canyon,New Mexico,654.7144431657
2430150,0.1,Crownpoint,New Mexico,2607.09718472198
2430155,5.2,Crystal,Arizona,724.387747376226
2430160,0,Dennehotso,Utah,1510.04357134436
2430170,5.2,Dilcon,Arizona,2326.44830514627
2430250,5.2,Forest Lake,Arizona,519.580983971911
2430260,5.2,Fort Defiance,Arizona,5944.52287102561
2430270,0.1,Fruitland,New Mexico,3140.63777696978
2430275,-0,Gadii'ahi,Colorado,629.608038516846
2430280,5.2,Ganado,Arizona,2579.16080669493
2430290,5.2,Greasewood,Arizona,1447.86192697293
2430300,5.2,Hard Rock,Arizona,1277.81358832963
2430312,0,Hogback,Colorado,1390.69695772841
2430315,5.2,Houck,Arizona,1479.10620939091
2430320,0.1,Huerfano,New Mexico,2999.93648146075
2430325,5.2,Indian Wells,Arizona,1090.43923928513
2430330,0,Inscription House,Utah,1430.82025928529
2430335,0.1,Iyanbito,New Mexico,851.424104449223
2430340,5.2,Jeddito,Arizona,1281.0586562844
2430350,5.2,Kaibeto,Arizona,2268.47375269177
2430355,5.2,Kayenta,Arizona,6848.15206783769
2430365,5.2,Kinlichee,Arizona,1658.41679878268
2430370,5.2,Klagetoh,Arizona,936.32878697583806
2430382,0.1,Lake Valley,New Mexico,350.843121424623
2430390,5,LeChee,Arizona,1918.22641884171
2430400,5.2,Leupp,Arizona,1862.90488012278
2430410,0.1,Littlewater,New Mexico,409.915349995641
2430425,5.2,Low Mountain,Arizona,811.326532790503
2430430,5.2,Lukachukai,Arizona,2218.11576632091
2430435,5.2,Lupton,Arizona,929.172174528132
2430445,0.1,Manuelito,New Mexico,254.647149084216
2430450,5.2,Many Farms,Arizona,2820.23678773125
2430455,0.1,Mariano Lake,New Mexico,786.521343646746
2430475,0.1,Mexican Springs,New Mexico,1355.36803947971
2430480,-0.1,Mexican Water,Utah,957.900599579269
2430500,0.1,Nageezi,New Mexico,1229.67525235644
2430502,5.2,Nahatadziil,Arizona,1783.35346879177
2430503,0.1,Nahodishgish,New Mexico,391.944590517334
2430510,0.1,Naschitti,New Mexico,1710.91128633302
2430520,0,Navajo Mountain,Utah,568.512076165619
2430525,5.2,Nazlini,Arizona,1298.25342513728
2430530,0.1,Nenahnezad/San Juan,New Mexico,2044.39523899081
2430540,0.1,Newcomb,New Mexico,719.034186803088
2430550,5.2,Oak Springs,Arizona,549.023704200434
2430560,0.1,Ojo Encino,New Mexico,789.863744066228
2430567,0,Oljato,Utah,2307.23584898212
2430600,0.1,Pinedale,New Mexico,1058.51192149194
2430602,5.2,Piñon,Arizona,3031.36201189709
2430630,0.1,Pueblo Pintado,New Mexico,399.743616985448
2430638,0.1,Ramah,New Mexico,1482.89022884756
2430643,5.2,Red Lake,Arizona,1951.00840410255
2430647,-0.4,Red Mesa,Utah,1255.17259529372
2430650,0.1,Red Rock,New Mexico,1773.54789180882
2430653,5.2,Red Valley,Arizona,1525.4196291018
2430665,5.2,Rock Point,Arizona,1311.26877133101
2430667,0.1,Rock Springs,New Mexico,1039.22126205883
2430675,5.2,Rough Rock,Arizona,974.986388427147
2430678,5.2,Round Rock,Arizona,1613.15627409968
2430687,5.2,St. Michaels,Arizona,5807.92362973602
2430693,0,San Juan Southern Paiute Northern,Utah,15.5274103675038
2430695,5.2,San Juan Southern Paiute Southern,Arizona,17.3428003670415
2430700,5.2,Sanostee,Arizona,2048.41172670537
2430710,5.2,Sawmill,Arizona,1085.7256577526
2430730,0.1,Sheep Springs,New Mexico,915.052145807182
2430735,0.1,Shiprock,New Mexico,10426.4964255094
2430740,0,Shonto,Utah,2344.43496084652
2430750,0.1,Smith Lake,New Mexico,908.382781758235
2430810,0.1,Standing Rock,New Mexico,612.738008849492
2430815,5.2,Steamboat,Arizona,1264.70847556421
2430820,0,Sweetwater,Utah,1581.56074485405
2430825,5.2,Tachee,Arizona,1254.11218530373
2430830,0,Teec Nos Pos,Utah,1347.09762917408
2430832,5.2,Teesto,Arizona,1025.34690975531
2430837,0.1,Thoreau,New Mexico,1369.72030195314
2430845,0.1,Tohatchi,New Mexico,1386.12957784498
2430850,4.9,Tolani Lake,Arizona,746.778718881782
2430852,5.2,Tonalea,Arizona,2998.90765043379
2430855,0.1,Torreon,New Mexico,2195.09905853478
2430860,5.2,Tsaile-Wheatfields,Arizona,2318.47538718277
2430862,0.1,Tsayatoh,New Mexico,625.012254316709
2430865,5.2,Tselani,Arizona,1467.86335983896
2430870,5.2,Tuba City,Arizona,10703.468231244
2430880,0.1,Twin Lakes,New Mexico,2114.27534017964
2430890,0.1,Two Grey Hills,New Mexico,1324.71554344346
2430937,5.2,Whippoorwill,Arizona,1641.12162916368
2430942,5.2,White Cone,Arizona,1414.73395591669
2430945,0.1,White Horse Lake,New Mexico,386.570839360516
2430950,0.1,White Rock,New Mexico,84.7582856245135
2430960,5.2,Wide Ruins,Arizona,1127.9787224955
2430970,4.8,Winslow Tract,Arizona,626.723681290297
2490100,0.1,Ashland,Montana,675.749470311019
2490200,0.2,Birney,Montana,162.234676248565
2490300,0.1,Busby,Montana,888.726673521684
2490400,0.1,Lame Deer,Montana,2227.38587962548
2490500,0.1,Muddy,Montana,806.831626165811
2810200,0.5,Eagle Nest,South Dakota,1513.62152619366
2810400,0.9,LaCreek,South Dakota,2196.67626039272
2810475,0.9,Medicine Root,South Dakota,2468.30557226776
2810600,0.9,Pass Creek,South Dakota,1105.94372346999
2810630,1.3,Porcupine,South Dakota,2097.99568265495
2810800,1,Wakpamni,South Dakota,6254.04637044231
2810850,0.6,White Clay,South Dakota,2368.97426927355
2810870,1,Wounded Knee,South Dakota,1971.49543970426
3100450,0.5,Little Rock,Minnesota,1035.91113604453
3100600,0.6,Ponemah,Minnesota,1053.00422765524
3100700,0.4,Redby,Minnesota,1613.20278640269
3100750,0.2,Red Lake,Minnesota,2660.01449682895
3235020,1,Antelope,South Dakota,3854.78244052742
3235040,0.4,Black Pipe,South Dakota,216.637565226876
3235050,-0.1,Bull Creek,South Dakota,8.02776826889021
3235060,-0.5,Butte Creek,South Dakota,23.7224528900988
3235100,-0.9,Corn Creek,South Dakota,131.764363389957
3235250,1.1,Grass Mountain,South Dakota,194.288543960894
3235270,1.5,He Dog,South Dakota,173.899968363054
3235280,0.1,Horse Creek,South Dakota,219.031988025847
3235290,-0.2,Ideal,South Dakota,283.107863070778
3235350,-0.1,Milk's Camp,South Dakota,91.9616759299388
3235400,0.5,Okreek,South Dakota,514.90294066049
3235420,0.9,Parmelee,South Dakota,797.096618717449
3235500,0.6,Ring Thunder,South Dakota,183.137897164357
3235520,0.9,Rosebud,South Dakota,1967.11121717319
3235540,0.6,St. Francis,South Dakota,1457.72406644349
3235600,0.6,Soldier Creek,South Dakota,232.898300540488
3235650,1.1,Spring Creek,South Dakota,375.665514518754
3235670,-1.2,Swift Bear,South Dakota,201.443605911874
3235720,0.7,Two Strike,South Dakota,289.890507114193
3235800,1.3,Upper Cut Meat,South Dakota,170.182690162699
3340100,-8.8,A,Arizona,1053.86742588878
3340200,-10.4,B,Arizona,1416.82622135151
3340300,-7.7,C,Arizona,2264.80841199891
3340400,-12.9,D,Arizona,1122.39294730756
3340500,-11,E,Arizona,815.604686573148
3340600,-18.5,F,Arizona,78.6619005569228
3340700,-14.3,G,Arizona,1080.57173701003
3680120,-0.3,Bdedan,Minnesota,11.612378180027
3680130,-0.3,Big Eagle's,Minnesota,233.699111759663
3680140,-0.3,Bluff View,Minnesota,157.501691952348
3680150,-0.3,Brewer,Minnesota,100.156765013933
3680160,-0.2,Eagle Creek,Minnesota,56.1248252391815
3680170,-0.2,East Village,Minnesota,70.5702719222754
3680180,-0.3,North Reservation,Minnesota,126.284613758326
3680190,-0.3,Sakpe,Minnesota,46.7504101395607
3935150,0.3,Crow Hill,North Dakota,523.539270269521
3935250,0.4,Fort Totten,North Dakota,1530.00278417829
3935600,0.4,St. Michael,North Dakota,1224.27418813449
3935800,0.2,Wood Lake,North Dakota,751.551174537743
3970050,0.9,Bear Soldier,North Dakota,1386.52134161837
3970100,0.4,Cannonball,North Dakota,972.468281937086
3970200,0.4,Fort Yates,North Dakota,2632.71585094097
3970300,0.8,Kenel,North Dakota,327.61783139925
3970400,1,Little Eagle,South Dakota,542.55763951004
3970550,0.3,Porcupine,North Dakota,645.167938934665
3970650,-0,Rock Creek,North Dakota,1168.31614926487
3970800,0.4,Wakpala,South Dakota,529.811558758902
4200050,11.5,Baboquivari,Arizona,876.448010516747
4200100,4.6,Chukut Kuk,Arizona,403.209633357942
4200270,-0.7,Gila Bend,Arizona,438.319022974232
4200300,-2.4,Gu Achi,Arizona,1451.00377454614
4200320,2.7,Gu Vo,Arizona,486.824801925894
4200340,1,Hickiwan,Arizona,681.377128272106
4200500,-0.2,Pisinemo,Arizona,659.930598449488
4200570,8.9,San Xavier,Arizona,2676.66146486904
4200600,5.6,Schuk Toak,Arizona,461.969292127274
4200650,1,Sells,Arizona,3442.61419237014
4200700,-4.5,Sif Oidak,Arizona,1323.52619653079
4290100,0,Aspen,Washington,583.810321822762
4290150,0,Consolidated Borough of Quil Ceda Village,Washington,5.76529283169657
4290200,-0,Firetrail,Washington,851.532080501318
4290250,0,Hermosa Point,Washington,772.629394307733
4290300,-0,John Sam Lake,Washington,1011.07470819354
4290350,-0,Maplewood,Washington,422.980804726481
4290400,0,Marshall,Washington,391.820165537298
4290450,-0,Marysville West,Washington,885.255600214005
4290500,-0,Mission Beach,Washington,366.656397879124
4290550,0,Mission Highlands,Washington,979.339676730335
4290600,-0,Port Susan,Washington,311.523264642805
4290650,-0,Priest Point,Washington,801.067157683894
4290700,0,Quilceda,Washington,1021.72052878607
4290750,0,Rainwater,Washington,245.915654957294
4290800,-0,Shaker Church,Washington,732.878601297736
4290850,-0,Spee-Bi-Dah,Washington,653.156585253775
4290900,0,Stimson,Washington,525.136170437559
4290950,-0,Tulalip Bay,Washington,1251.15796332061
4290990,0,Waterworks,Washington,102.935931157321
4760500,-1.2,Orick,California,16.4686242472162
4760600,-0.4,Pecwan,California,210.155228919732
4760700,-1.2,Requa,California,810.88571684924
4760800,1.1,Weitchpec,California,273.661179183604
5550025,-5.7,Adair Non-Community,Oklahoma,14929.8114811859
5550030,-1.9,Akins,Oklahoma,536.536539844237
5550035,-2.9,Badger Lee,Oklahoma,200.234635050409
5550040,-5.4,Ballou,Oklahoma,270.659624675289
5550045,-3.4,Belfonte,Oklahoma,426.94674545154
5550050,-2.9,Bell,Oklahoma,612.521162996301
5550055,-0.7,Blackgum,Oklahoma,463.162047398044
5550060,-1.2,Box,Oklahoma,375.318465110846
5550065,-3.7,Brent,Oklahoma,779.1085357017
5550070,-4.9,Briggs,Oklahoma,1330.29645161744
5550075,-4.1,Brush Creek,Oklahoma,37.2852856628597
5550080,-1.6,Brushy,Oklahoma,978.432944002445
5550085,-6.1,Bull Hollow,Oklahoma,75.2478741337545
5550090,-2.7,Bunch,Oklahoma,786.962547744683
5550095,-4.3,Bushyhead,Oklahoma,1593.05351150315
5550100,-7.2,Butler,Oklahoma,52.5912442840636
5550105,-3.2,Carlisle,Oklahoma,660.11361990677
5550110,1.4,Cayuga,Missouri,56.2748102683108
5550115,-5.9,Cedar Crest,Oklahoma,335.266315026209
5550120,-2.9,Cherokee Non-Community,Oklahoma,31387.6879239215
5550125,-4.4,Cherry Tree,Oklahoma,1514.40119654697
5550130,-7.3,Chewey,Oklahoma,147.90025112367599
5550135,-6.3,Christie,Oklahoma,228.455381664215
5550140,-9.5,Cleora,Oklahoma,1500.16341060004
5550145,-6.1,Cloud Creek,Oklahoma,329.278701201547
5550150,-10.9,Copeland,Oklahoma,1709.82088638376
5550155,-5.5,Craig Non-Community,Oklahoma,14425.2371387256
5550160,-4.2,Deer Lick,Oklahoma,302.200932855718
5550165,5.3,Delaware Non-Community,Missouri,33530.0502150787
5550170,-8.2,Dennis,Oklahoma,201.093465005746
5550175,3.3,Dodge,Missouri,129.088845322258
5550180,-9.8,Dotyville,Oklahoma,30.8016988504678
5550185,-8,Dripping Springs,Oklahoma,56.220279518282
5550190,-6.9,Drowning Creek,Oklahoma,360.760598786175
5550195,-1.3,Dry Creek,Oklahoma,738.14993841137
5550200,-5.3,Duchess Landing,Oklahoma,117.322830415331
5550205,-1,Dwight Mission,Oklahoma,59.292083020322
5550210,-4.7,Eldon,Oklahoma,650.025845104363
5550215,-5.2,Elm Grove,Oklahoma,251.180714905262
5550220,-0.4,Evening Shade,Oklahoma,397.091951151437
5550225,-5.7,Fairfield,Oklahoma,563.45912537165
5550230,-7.1,Flint Creek,Oklahoma,821.333700926742
5550235,0.1,Flute Springs,Oklahoma,142.639824181475
5550240,-5.2,Gideon,Oklahoma,400.736722107162
5550245,-5.4,Grandview,Oklahoma,2201.70523310872
5550250,-3.4,Greasy,Oklahoma,797.46186726453
5550255,-2.4,Gregory,Oklahoma,220.813892309554
5550260,-4.9,Indianola,Oklahoma,122.387150594266
5550265,-5.6,Iron Post,Oklahoma,96.8550579803996
5550270,-5.7,Johnson Prairie,Oklahoma,142.961767711327
5550275,-9.2,Justice,Oklahoma,1651.37655320391
5550280,-5.3,Kenwood,Oklahoma,1346.60789034003
5550285,-7.2,Ketchum,Oklahoma,121.88991368562
5550290,-2.6,Keys,Oklahoma,623.5274532123
5550295,-5.8,Leach,Oklahoma,267.314147561789
5550300,-2.3,Liberty,Oklahoma,1313.30264419131
5550305,-1.5,Limestone,Oklahoma,777.348786201328
5550310,-1.8,Long,Oklahoma,402.926897520665
5550315,-5.4,Lost City,Oklahoma,851.527578709414
5550320,-5.6,Lowrey,Oklahoma,576.394154451555
5550325,-4.6,Lyons Switch,Oklahoma,305.895719791763
5550328,-3.3,McCoy Ford,Oklahoma,266.898818357382
5550333,-4.9,McIntosh Non-Community,Oklahoma,2100.96180432491
5550338,-3.4,McKey,Oklahoma,87.8524102935044
5550343,-1.6,Marble City,Oklahoma,611.966835164756
5550348,-5.4,Marietta,Oklahoma,129.599666843191
5550353,-5.3,Mayes Non-Community,Oklahoma,40124.1146926301
5550358,-4.6,Mazie,Oklahoma,95.2683373570908
5550365,-5,Moodys,Oklahoma,915.150894991355
5550370,-5,Mulberry,Oklahoma,214.981156855822
5550375,-5.2,Murphy,Oklahoma,227.294490727596
5550380,-3.7,Muskogee Non-Community,Oklahoma,22995.7773334433
5550385,-9.4,Narcissa,Oklahoma,94.8670857262332
5550390,-6.6,New Eucha,Oklahoma,1336.47754755663
5550395,-2.9,Nicut,Oklahoma,586.512040487374
5550400,-1.7,Notchietown,Oklahoma,406.241494105663
5550405,3.7,Nowata Non-Community,Kansas,10509.0912344853
5550410,-4.2,Oak Hill-Piney,Oklahoma,380.044845968019
5550415,-6.3,Oaks,Oklahoma,424.682895080186
5550420,-5.7,Old Eucha,Oklahoma,58.0097481458797
5550425,-6.7,Old Green,Oklahoma,343.770159591921
5550430,-10,Ottawa Non-Community,Oklahoma,6665.98975774483
5550435,-3.8,Park Hill,Oklahoma,4291.57593152905
5550440,-5.9,Peavine,Oklahoma,685.984191133291
5550445,-5.7,Peggs,Oklahoma,1749.0020065459
5550450,-1.7,Pettit,Oklahoma,1047.92487918492
5550453,-6.6,Piney,Oklahoma,323.721652823268
5550458,-1.4,Pinhook Corner,Oklahoma,186.154615036736
5550463,-4.8,Pin Oak Acres,Oklahoma,447.984198562335
5550470,-5.8,Proctor,Oklahoma,348.362154895032
5550475,-5,Pump Back,Oklahoma,191.510393471457
5550480,-1.4,Redbird Smith,Oklahoma,504.902475924231
5550485,-3,Remy,Oklahoma,605.579212964512
5550490,-2.4,River Bottom,Oklahoma,149.99108134734
5550495,-5.9,Rocky Ford,Oklahoma,69.7437156364322
5550500,-4.3,Rocky Mountain,Oklahoma,456.02677950589
5550505,-3.4,Rogers Non-Community,Oklahoma,96544.8611045254
5550510,-5.2,Rose,Oklahoma,551.426965666935
5550515,-4.6,Salem,Oklahoma,120.924174079206
5550520,-6,Sams Corner,Oklahoma,147.43428196013
5550525,-2.5,Sand Hill,Oklahoma,408.592509411043
5550530,-5.8,Scraper,Oklahoma,557.304420153378
5550535,-5.5,Sequoyah,Oklahoma,858.402413175441
5550540,-3.5,Sequoyah Non-Community,Oklahoma,35334.0831243093
5550545,-5.1,Shady Grove,Oklahoma,617.837258568965
5550550,-4,Shady Grove,Oklahoma,203.428572230972
5550555,-3.4,Short,Oklahoma,361.942186628701
5550560,-6.8,Simms,Oklahoma,332.106200831709
5550565,-6.1,Snake Creek,Oklahoma,276.699390968308
5550570,-1.2,Sour John,Oklahoma,60.48702718399
5550575,-3.9,Sparrowhawk,Oklahoma,83.4530570968054
5550585,-5.2,Steely Hollow,Oklahoma,309.518548293039
5550590,-2,Stoney Point,Oklahoma,258.985592153505
5550595,-1.2,Sycamore,Oklahoma,181.591294336598
5550600,-4.4,Sycamore Springs,Oklahoma,94.8766492269933
5550605,-6.7,Tagg Flats,Oklahoma,14.2103407214163
5550610,-5.3,Taylor,Oklahoma,31.6593840317801
5550615,-2.2,Tenkiller,Oklahoma,694.368528234423
5550620,-5.3,Teresita,Oklahoma,420.320239296008
5550625,-5.5,Texanna,Oklahoma,540.254378482467
5550630,-8.3,Tiawah,Oklahoma,236.365519170649
5550635,-5.9,Titanic,Oklahoma,403.651518454775
5550640,-0,Tulsa Non-Community,Oklahoma,120653.871220441
5550645,-0.2,Turley,Oklahoma,3025.83511960879
5550650,-8.4,Twin Oaks,Oklahoma,222.317949529737
5550655,-6.3,Tyio-Dry Creek,Oklahoma,48.2811689951923
5550660,-2.5,Wagoner Non-Community,Oklahoma,7471.18378282827
5550665,7.7,Washington Non-Community,Kansas,52994.2818009514
5550670,-6.3,Watts,Oklahoma,499.908462250372
5550675,-5.5,Wauhillau,Oklahoma,546.179627019214
5550680,-2.7,Welling,Oklahoma,853.419728212059
5550685,-7,West Peavine,Oklahoma,234.246571568074
5550690,-4.6,White Oak,Oklahoma,707.540715931231
5550695,-4.1,White Water,Oklahoma,124.632787701208
5550700,-5.3,Wickliffe,Oklahoma,81.0670352205634
5550705,-2.7,Woodall,Oklahoma,935.823058528826
5550710,-2.6,Zeb,Oklahoma,550.245786435436
5550715,-7.1,Zena,Oklahoma,135.560768888332
5550720,-4,Zion,Oklahoma,44.3994840402156
5560110,-0.8,Cheyenne and Arapaho District 1,Oklahoma,14584.6272116684
5560120,2.6,Cheyenne and Arapaho District 2,Oklahoma,119175.613198611
5560130,-0.3,Cheyenne and Arapaho District 3,Oklahoma,34240.7037336801
5560140,3.4,Cheyenne and Arapaho District 4,Oklahoma,36084.3626258512
5590075,-1.5,1,Oklahoma,16391.4835887427
5590150,-0.1,2,Oklahoma,12576.7667674609
5590225,-1,3,Oklahoma,10946.5436579538
5590300,-5.2,4,Oklahoma,37187.3532611121
5590375,-7.4,5,Oklahoma,22416.4669741194
5590450,-6.7,6,Oklahoma,14585.2665911413
5590525,-1.3,7,Oklahoma,13276.9118858009
5590600,-0.5,8,Oklahoma,15084.6865562335
5590675,-2.2,9,Oklahoma,32495.1208087367
5590750,-6.3,10,Oklahoma,20359.9072949696
5590825,-7.1,11,Oklahoma,32304.2286934339
5590900,-4.1,12,Oklahoma,17468.3386058958
